ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
PM0000126	BH-PC	26642	26642	26642	26642	26642	0
PM0000284	BH-BS	-92	-92	-96	-96	-96	0
PM0000284	BH-PC	8	49	40	40	40	0
PM0000632	BH-PM	26	-4604	-1324	-114	966	0
FG0000161	BH-EC	-1588	-3	0	0	0	0
FG0000373	BH-PF	0	0	0	0	0	0
RM0000039	BH-GR	29.19	29.19	29.19	29.19	29.19	0
RM0000006	BH-GR	2457.83	2285.83	2285.83	2285.83	2285.83	0
PM0000584	BH-BS	-101490	-101490	-45098	-6122	-5094	0
PM0000584	BH-NM	0	0	0	0	-1028	0
FG0000045	BH-EC	-1967	-1967	-67	-67	-67	0
SC0000079	BH-EC	0	0	-492	-492	-492	0
FG0000083	BH-GR	0	15	-49	-48	-48	0
FG0000283	BH-WST	0	0	0	0	0	0
FA0000391	BH-FA	4	4	4	4	4	0
PM0000506	BH-NM	0	0	0	-28931	-28931	0
FG0000003	BH-GR	0	0	0	-24	-54	0
FG0000047	BH-GR	-7	-35	-35	-78	-145	0
FG0000389	BH-PF	5167	5167	5167	5167	5167	-4
FG0000221	BH-EC	0	0	-9	-9	-9	0
FG0000146	BH-GR	4	10	9	7	7	0
FG0000389	GP-FG	-4000	-3911	-15124	-4721	-661	0
FG0000004	BH-LR	-66	-14	-14	-14	-14	0
FG0000008	BH-LR	-1178	-10	-43	-44	-44	0
FG0000009	BH-LR	-298	0	-1	-1	-1	0
FG0000028	BH-LR	-15	0	-1	-1	-1	0
FG0000042	BH-LR	-35	-77	-6	-6	-6	0
FG0000053	BH-LR	-254	0	-153	-153	-153	0
FG0000064	BH-LR	-114	-22	-20	-25	-25	0
FG0000074	BH-LR	-403	-14	-4	-6	-6	0
FG0000114	BH-LR	-539	-8	-8	-8	-8	0
FG0000143	BH-LR	-137	-69	-69	-69	-69	0
FG0000192	BH-LR	-654	-22	-31	-34	-34	0
FG0000223	BH-LR	-309	-247	-118	-118	-118	0
FG0000128	BH-LR	-329	-310	-304	-305	-305	0
FG0000085	BH-LR	-7	-7	-7	-7	-7	0
PM0000125	BH-WST	168	159	168	168	168	0
PM0000126	BH-WST	174	174	174	174	174	0
PM0000535	BH-PM	-17050	-5050	6950	3452	6450	0
PM0000046	BH-PM	-24942	-942	-13842	-17342	-8342	5108
PM0000825	BH-PM	-1075	375	-8471	-5049	-5055	0
PM0000245	BH-BS	0	0	0	0	0	0
FG0000023	BH-GR	0	0	0	-3	-10	0
FG0000033	BH-GR	-10	0	0	-33	-95	0
PM0000868	BH-BS	0	-224	-224	-424	-411	0
PM0000868	BH-PC	2022	1984	1989	1989	1989	0
PM0000245	BH-PC	485	485	485	485	485	-5
PM0000076	GP-FG	196	196	196	146	-5	0
PM0000824	BH-PM	162000	178000	138000	-14200	-14200	0
FG0000083	GP-FG	-3	-6	-6	-4	-4	0
FG0000082	GP-FG	-12	-12	-11	-11	-11	0
FG0000082	BH-PF	-778	-5	11	11	11	0
PM0000887	BH-BS	0	0	0	-52	-18	0
PM0000887	BH-PC	110	110	110	110	85	0
FG0000328	BH-PF	-6	-6	0	0	-5	0
FG0000367	BH-PF	0	-8	-8	-8	-8	0
FG0000447	BH-PF	0	0	0	0	0	0
PM0000128	BH-PM	4933	5233	5093	5093	5093	0
FA0000020	BH-FA	11	11	11	5	5	0
PM0000632	BH-BS	-217.01	0	-580	-413	-27	0
PM0000395	BH-BS	0	0	-712	-2642	0	0
PM0000632	BH-PC	100.25	-38.75	89	14	36	0
PM0000395	BH-PC	13	11	-1	-15	-1	0
PM0000523	BH-PM	-10000	0	0	-6000	0	0
PM0000522	BH-PM	-10000	0	0	-6000	0	0
PM0000159	BH-PM	-3100	-10000	-5000	-18300	-11500	0
PM0000158	BH-PM	-3100	-10000	-5000	-18300	-11500	0
PM0000900	BH-PM	51000	51000	51000	51000	51000	0
PM0000901	BH-PM	51000	51000	51000	51000	51000	0
PM0000865	BH-PM	44800	44800	44800	44800	44800	0
PM0000866	BH-PM	44800	44800	44800	44800	44800	0
PM0000420	BH-PM	29500	29500	29500	29500	29500	0
PM0000419	BH-PM	29500	29500	29500	29500	29500	0
PM0000902	BH-PM	29500	29500	29500	29500	29500	0
PM0000903	BH-PM	29500	29500	29500	29500	29500	0
PM0000904	BH-PM	27000	27000	27000	27000	27000	0
PM0000905	BH-PM	27000	27000	27000	27000	27000	0
PM0000906	BH-PM	0	0	0	0	0	0
PM0000907	BH-PM	0	0	0	0	0	0
PM0000910	BH-PM	0	0	0	0	0	0
PM0000911	BH-PM	0	0	0	0	0	0
PM0000127	BH-PM	0	0	0	0	0	0
PM0000126	BH-PM	0	0	0	0	0	0
PM0000908	BH-PM	0	0	0	0	0	0
PM0000909	BH-PM	0	0	0	0	0	0
PM0000127	BH-BS	0	0	0	0	0	0
FG0000382	BH-SC	5036	5036	5036	5036	5036	0
FG0000283	BH-SC	142	142	142	142	142	0
FG0000318	BH-EC	-9	-9	-144	-24	-24	0
FG0000318	BH-SC	24	24	24	24	24	0
FG0000197	BH-EC	0	0	-7	-7	-7	0
FG0000197	BH-SC	7	7	7	7	7	0
FG0000221	BH-SC	155	155	7	7	7	0
PM0000466	BH-WST	885	880	885	90	290	0
PM0000535	BH-WST	2410.8	2230.8	2348.8	1603.8	1288	15
PM0000046	BH-WST	-55	-245	-132	-997	10	-1605
PM0000395	BH-WST	691	685	720	674	672	0
PM0000825	BH-WST	282.15	242.15	307.15	275.55	228.55	0
PM0000835	BH-PC	2	10	7	6	4	0
PM0000835	BH-WST	9	1	13	6	2	0
FG0000143	BH-EC	-24	-250	0	0	0	0
PM0000523	BH-BS	0	0	0	-11500	0	0
PM0000260	BH-PM	-1470	-1469	-1469	-1469	-1469	0
PM0000260	BH-BS	0	-1	-1	0	0	0
PM0000785	BH-PM	-26000	-26000	-15000	-15000	-15000	0
PM0000785	BH-BS	0	0	-5000	-5300	-5300	0
PM0000784	BH-PM	-26000	-26000	-15000	-15000	-15000	0
PM0000784	BH-BS	0	0	-5000	-5300	-5300	0
PM0000127	BH-PC	18416	18416	18416	18416	18416	0
PM0000401	BH-PC	7	7	7	7	7	0
FG0000243	PB-ST	0	0	0	0	0	0
FG0000015	BH-GR	-5	-1	-101	-104	-110	0
FG0000243	BH-INT	0	-380	0	0	0	0
PM0000517	BH-NM	0	0	0	0	-1217	0
FG0000443	BH-PF	0	0	0	0	0	0
FG0000150	BH-GR	-17	-62	-752	-909	-1099	0
FG0000147	BH-GR	-71	0	-10	-10	-16	0
PM0000260	BH-PC	0	0	0	0	0	-20
PM0000784	BH-PC	12543	12543	12002	12302	12302	0
PM0000785	BH-PC	12528	12528	11987	12287	12287	0
PM0000056	BH-PM	0	0	0	0	0	0
FG0000152	BH-PF	0	0	0	0	0	0
FG0000038	BH-GR	-1447	-1084	-1466	-1606	-1662	0
FG0000012	BH-GR	-4	0	-48	-48	-109	0
FG0000404	BH-GR	0	0	0	0	0	0
FG0000152	GP-FG	0	0	0	0	0	0
FG0000185	BH-EC	-300	-973	-982	-982	-982	0
FG0000185	BH-SC	0	0	0	0	0	0
FG0000186	BH-EC	-128	-128	-128	-128	-128	0
FG0000186	BH-SC	0	0	0	0	0	0
FG0000183	BH-EC	-520	-829	-839	-839	-839	0
FG0000183	BH-SC	0	0	0	0	0	0
FG0000184	BH-EC	-492	-492	-492	-492	-492	0
FG0000184	BH-SC	0	0	0	0	0	0
FG0000362	BH-EC	-30	-30	-30	-30	-30	0
FG0000362	BH-SC	0	0	0	0	0	0
FG0000312	BH-EC	-376	-376	-376	-376	-17	0
FG0000312	BH-SC	0	0	0	0	0	0
FG0000332	BH-EC	-32	-32	-32	-32	-32	0
FG0000332	BH-SC	0	0	0	0	0	0
FG0000334	BH-EC	-16	-16	-16	-16	-4	0
FG0000334	BH-SC	0	0	0	0	0	0
FG0000187	BH-EC	0	0	-10	-10	-10	0
FG0000187	BH-SC	0	0	0	0	0	0
PM0000825	BH-EC	0	0	-20	-20	-20	0
PM0000825	BH-SC	0	0	0	0	0	0
PM0000246	BH-EC	0	0	0	-36	-36	0
PM0000246	BH-SC	0	0	0	0	0	0
PM0000276	BH-EC	-240	-240	-240	-240	-240	0
PM0000276	BH-SC	0	0	0	0	0	0
FG0000344	BH-SC	0	0	0	-40	0	0
FG0000029	BH-EC	-60	-60	-60	-60	-60	0
FG0000029	BH-SC	0	0	0	0	0	0
FG0000352	BH-EC	-528	-518	-10	-10	-10	0
FG0000352	BH-SC	0	0	0	0	0	0
PM0000071	BH-EC	0	0	0	0	-7000	0
PM0000071	BH-SC	0	0	0	0	0	0
FG0000189	BH-EC	-576	-566	-10	-10	-10	0
FG0000189	BH-SC	0	0	0	0	0	0
FG0000088	BH-SC	0	0	0	0	0	0
FG0000047	BH-EC	-10	-10	-238	-238	-238	0
FG0000047	BH-SC	0	0	0	0	0	0
FG0000142	BH-SC	0	0	0	0	0	0
FG0000081	BH-SC	0	0	0	0	0	0
FG0000064	BH-EC	-3768	-9	0	-10	-10	0
FG0000064	BH-SC	0	0	0	0	0	0
FG0000149	BH-EC	-2347	-5	-14	-14	-14	0
FG0000149	BH-SC	0	0	0	0	0	0
FG0000038	BH-EC	-454	-4	-4	-4	-4	0
FG0000038	BH-SC	0	0	0	0	0	0
FG0000114	BH-EC	-26	-1586	-40	-40	-40	0
FG0000114	BH-SC	0	0	0	0	0	0
FG0000021	BH-SC	0	0	0	0	0	0
FG0000020	BH-EC	-5	-5	-5	-5	-5	0
FG0000020	BH-SC	0	0	0	0	0	0
FG0000232	BH-EC	-282	-4	0	-33	-33	0
FG0000232	BH-SC	0	0	0	0	0	0
FG0000194	BH-SC	0	0	0	0	0	0
FG0000374	BH-EC	-47	-5	-3	0	-100	0
FG0000374	BH-SC	0	0	0	0	0	0
PM0000722	BH-WST	48.9	43.9	48.9	23.9	30.9	0
PM0000401	BH-WST	38	38	38	38	38	0
PM0000629	BH-WST	630	630	630	630	630	0
PM0000784	BH-WST	203	203	52	52	52	0
PM0000785	BH-WST	218	218	67	67	67	0
PM0000409	BH-WST	12.4	2.4	32.82	32.82	32.82	0
FG0000388	BH-SC	159	159	-21	-21	-1	0
PM0000900	BH-BS	0	0	0	0	0	0
PM0000901	BH-BS	0	0	0	0	0	0
PM0000031	BH-PM	0	0	0	0	-4580	0
PM0000031	BH-BS	-2690	-865	-818	-3492	0	0
RM0000013	BH-GJ	0	0	0	0	0	0
RM0000040	BH-LO	-3	-3	0	0	0	0
RM0000040	BH-PC	23	23	62	62	62	-100
FG0000232	BH-PF	0	0	0	0	0	-75
FG0000232	GP-FG	0	0	-33	0	0	0
PM0000074	BH-SDL	13000	13000	7000	7000	3500	0
PM0000247	BH-PC	142.13	132.13	-85.88	-214.88	16.13	0
FG0000408	BH-PF	0	0	0	0	-441	0
FG0000035	BH-PF	984	984	984	984	984	0
FG0000175	BH-EC	-147	-147	-147	-147	-147	0
FG0000175	BH-PF	147	147	147	147	147	0
FG0000069	BH-EC	-51	-51	-51	-51	-51	0
FG0000069	BH-PF	1	1	1	1	1	-30
FG0000023	BH-EC	-50	-50	-10	-10	-10	0
FG0000023	BH-PF	7	-179	7	-383	7	0
FG0000409	BH-EC	0	0	-4900	0	-175	0
FG0000409	BH-PF	175	175	175	175	175	0
FG0000275	BH-EC	-40	-40	-20	-20	-1	0
FG0000133	BH-EC	-40	-40	-40	-40	-40	0
FG0000133	BH-PF	1	1	1	1	1	-39
FG0000039	BH-EC	-637	-513	-60	-60	-60	0
FG0000039	BH-PF	60	60	60	60	60	0
FG0000155	BH-EC	0	0	0	0	-100	0
FG0000155	BH-PF	290	290	290	-821	-300	0
FG0000014	BH-EC	-192	-192	-192	-192	-192	0
FG0000014	BH-PF	0	0	0	0	0	-192
FG0000295	BH-PF	265	265	265	265	265	0
FG0000148	BH-EC	-660	-650	-659	-659	-659	0
FG0000148	BH-PF	0	0	0	0	0	0
FG0000045	BH-PF	66	66	66	66	66	1
FB0000011	BH-EC	-160	-160	-160	-160	-160	0
FB0000011	BH-PF	160	160	160	160	160	0
FG0000306	BH-EC	-782	-358	-7	-7	-107	0
FG0000193	BH-EC	-2434	-1182	-92	-92	-92	0
FG0000193	BH-PF	101	101	101	101	101	0
FG0000023	BH-SC	0	0	0	0	0	0
FG0000069	BH-SC	0	0	0	0	0	0
FG0000148	BH-SC	0	0	0	0	0	0
FG0000161	BH-SC	0	0	0	0	0	0
FG0000193	BH-SC	0	0	0	0	0	0
FG0000389	BH-SC	0	0	0	0	0	0
PM0000003	BH-EC	0	0	-15	-30	-10	0
PM0000003	BH-SC	0	0	0	0	0	0
PM0000005	BH-EC	0	0	-70	-170	-240	0
PM0000005	BH-SC	0	0	0	0	0	0
PM0000013	BH-EC	0	0	-20	-20	-20	0
PM0000013	BH-SC	0	0	0	0	0	0
PM0000082	BH-EC	0	0	-20	-20	-20	0
PM0000082	BH-SC	0	0	0	0	0	0
PM0000249	BH-EC	-660	-660	-660	-660	-660	0
PM0000249	BH-SC	0	0	0	0	0	0
PM0000657	BH-EC	0	0	-15	-15	-15	0
PM0000657	BH-SC	0	0	0	0	0	0
PM0000909	BH-BS	0	0	0	0	0	0
PM0000908	BH-BS	0	0	0	0	0	0
SF0000009	BH-GJ	0	0	0	0	0	0
FA0000127	BH-FA	179	179	179	179	179	0
PM0000909	BH-PC	17824	17824	17824	17824	17824	0
PM0000908	BH-PC	17824	17824	17824	17824	17824	0
FG0000142	BH-BT	3082	3082	3082	3082	3082	0
FG0000081	BH-BT	1164	1164	1164	1164	1164	1149
FG0000226	BH-BT	2072	2072	2072	2072	2072	104
PM0000662	BH-NM	0	0	0	-15000	-15000	0
PM0000662	BH-PC	17	17	17	17	17	0
SF0000009	BH-LO	3249	3249	3249	3249	1749	0
FG0000039	GP-FG	-1610	-1610	-1610	-1370	-1370	0
FG0000149	GP-FG	-41	-1	-1966	-1685	-1083	0
FG0000114	GP-FG	-7	-7	-7	-6	-6	0
FG0000064	GP-FG	-3637	-30	-410	-819	-219	0
FG0000408	GP-FG	0	-10680	-10680	-2540	-2086	0
PM0000901	BH-PC	23250	23250	23250	23250	23250	0
PM0000900	BH-PC	23230	23230	23230	23230	23230	0
PM0000885	BH-BS	0	0	0	-34500	-14500	0
PM0000864	BH-PM	22500	-84500	-105900	-55900	-50000	0
PM0000886	BH-PM	20000	20000	20000	20000	-62000	0
PM0000885	BH-PM	20000	20000	20000	20000	-62000	0
PM0000885	BH-WST	1670	1670	1670	720	120	0
PM0000886	BH-WST	2180	2180	2180	780	130	0
PM0000890	BH-WST	27	27	27	27	10	0
FG0000151	BH-BT	3704	3704	3704	3704	3704	4
FG0000150	BH-BT	10228	10228	10228	10228	10228	12
FG0000004	BH-BT	97	97	97	97	97	0
FG0000032	BH-BT	29910	29910	29910	29910	29910	0
FG0000028	BH-BT	16674	16674	16674	16674	16674	686
FG0000227	BH-BT	5847	5847	5847	5847	5847	0
PM0000887	BH-PM	0	0	0	0	0	0
PM0000823	BH-NM	0	-380200	-380197	-380197	-380197	0
PM0000823	BH-PM	0	51200	51200	51200	51200	0
RM0000002	BH-GR	15698.16	14774.16	14329.16	15265.16	15265.16	0
PM0000053	BH-GR	0	-379	0	0	0	0
PM0000468	BH-GR	0	-28	0	0	0	0
PM0000046	BH-GR	0	-6	0	0	0	0
PM0000045	BH-GR	0	-6	0	0	0	0
PM0000094	BH-GR	0	-341	0	0	0	0
PM0000013	BH-GR	0	-46	0	-7.5	-7.5	0
PM0000075	BH-GR	0.41	-467.12	0.4	0.4	0.4	0
PM0000068	BH-GR	0	0	0	0	0	0
FG0000002	BH-GR	0	0	-36	-36	-36	0
PM0000884	BH-GR	0.01	0.01	0.01	0.01	0.01	0
PM0000193	BH-GR	0	-7	0	0	0	0
PM0000535	BH-GR	0	0	0	0	0	0
RM0000001	BH-GR	27788.61	27348.18	27348.18	27595.02	27595.02	0
PM0000121	BH-GR	0	-327	0	-3153	-3153	0
PM0000018	BH-GR	0	-83	0	0	0	0
PM0000017	BH-GR	0	-83	0	0	0	0
PM0000060	BH-GR	0	-239	0	-181	-181	0
PM0000003	BH-GR	0.01	-14.56	0	-56.02	-56.02	0
PM0000080	BH-GR	0	-14	0	0	0	0
PM0000082	BH-GR	0	-4	0	-12	-12	0
PM0000078	BH-GR	0	-68	-1652	-2284	-2284	0
FG0000185	BH-BT	982	982	982	982	982	0
FG0000186	BH-BT	128	128	128	128	128	0
FG0000183	BH-BT	839	839	839	839	839	0
FG0000184	BH-BT	492	492	492	492	492	0
FG0000362	BH-BT	30	30	30	30	30	0
FG0000312	BH-BT	17	17	17	17	17	0
FG0000332	BH-BT	32	32	32	32	32	0
FG0000334	BH-BT	4	4	4	4	4	0
FG0000187	BH-BT	10	10	10	10	10	0
PM0000825	BH-BT	110	110	110	110	110	0
PM0000246	BH-BT	36	36	36	36	36	0
PM0000276	BH-BT	240	240	240	240	240	0
FG0000344	BH-BT	282	282	282	282	282	0
FG0000029	BH-BT	60	60	60	60	60	0
FG0000352	BH-BT	10	10	10	10	10	0
PM0000071	BH-BT	7000	7000	7000	7000	7000	0
FG0000189	BH-BT	10	10	10	10	10	0
FG0000088	BH-BT	0	0	0	0	0	0
FG0000047	BH-BT	0	0	0	0	0	0
FG0000064	BH-BT	1599	1599	1599	1599	1599	0
FG0000149	BH-BT	14	14	14	14	14	0
FG0000038	BH-BT	1524	1524	1524	1524	1524	0
FG0000114	BH-BT	20	20	20	20	20	0
FG0000021	BH-BT	60	60	60	60	60	2
FG0000020	BH-BT	5	5	5	5	5	0
FG0000232	BH-BT	128	128	128	128	128	95
FG0000194	BH-BT	1528	1528	1528	1528	1528	1526
FG0000374	BH-BT	4	4	4	4	4	0
FG0000023	BH-BT	3	3	3	3	3	0
FG0000069	BH-BT	50	50	50	50	50	30
FG0000148	BH-BT	659	659	659	659	659	0
FG0000161	BH-BT	23	23	23	23	23	0
FG0000193	BH-BT	76	76	76	76	76	0
FG0000389	BH-BT	18	18	18	18	18	4
PM0000003	BH-BT	10	10	10	10	10	0
PM0000005	BH-BT	190	190	190	190	190	0
PM0000013	BH-BT	45	45	45	45	45	0
PM0000082	BH-BT	20	20	20	20	20	0
PM0000249	BH-BT	660	660	660	660	660	0
PM0000657	BH-BT	15	15	15	15	15	0
PM0000077	BH-GR	0	-2	0	0	0	0
RM0000003	BH-GR	66687.6	60278.28	60278.28	62524.28	62524.28	0
PM0000469	BH-GR	0	-364	0	0	0	0
PM0000048	BH-GR	0	-115	0	-16	-16	0
PM0000047	BH-GR	0	-115	0	-37	-37	0
FG0000441	GP-FG	0	0	0	0	0	0
FG0000005	BH-BT	0	0	0	0	0	0
FG0000106	BH-BT	274	274	274	274	274	0
FG0000143	BH-BT	519	519	519	519	519	0
FG0000441	BH-BT	0	0	0	0	0	0
FG0000379	BH-BT	97	97	97	97	97	0
FG0000418	BH-BT	5296	5296	5296	5296	5296	0
FG0000407	BH-BT	563	563	563	563	563	0
FG0000011	BH-BT	8577	8577	8577	8577	8577	0
FG0000039	BH-BT	294	294	294	294	294	0
FG0000074	BH-BT	177	177	177	177	177	0
FG0000009	BH-BT	1967	1967	1967	1967	1967	0
FG0000053	BH-BT	6587	6587	6587	6587	6587	0
FG0000349	BH-BT	2778	2778	2778	2778	2778	0
FG0000155	BH-BT	420	420	420	420	420	0
FG0000008	BH-BT	65	65	65	65	65	0
FG0000045	BH-BT	1900	1900	1900	1900	1900	0
FG0000386	BH-BT	0	0	0	0	0	0
FG0000136	BH-BT	4555	4555	4555	4555	4555	0
FG0000030	BH-BT	57	57	57	57	57	0
FG0000372	BH-BT	28	28	28	28	28	0
PM0000470	BH-GR	0	-73	0	0	0	0
PM0000050	BH-GR	0	-4	0	0	0	0
PM0000049	BH-GR	0	-4	0	0	0	0
FG0000002	BH-BT	20	20	20	20	20	0
FG0000018	BH-BT	58	58	58	58	58	0
FG0000035	BH-BT	0	0	0	0	0	0
FG0000123	BH-BT	960	960	960	960	960	0
FG0000138	BH-BT	33	33	33	33	33	0
FG0000319	BH-BT	2897	2897	2897	2897	2897	0
FG0000282	BH-BT	1578	1578	1578	1578	1578	58
FG0000433	BH-BT	0	0	0	0	0	0
FG0000440	BH-BT	0	0	0	0	0	0
FG0000408	BH-BT	3720	3720	3720	3720	3720	0
FG0000443	BH-BT	95	95	95	95	95	0
FG0000419	BH-BT	0	0	0	0	0	0
FG0000373	BH-BT	0	0	0	0	0	0
FG0000320	BH-BT	33	33	33	33	33	0
FG0000141	BH-BT	273	273	273	273	273	0
FG0000417	BH-BT	3	3	3	3	3	0
FG0000306	BH-BT	222	222	222	222	222	63
FG0000192	BH-BT	3	3	3	3	3	0
FG0000140	BH-BT	221	221	221	221	221	0
FG0000042	BH-BT	1862	1862	1862	1862	1862	11
FG0000434	BH-BT	0	0	0	0	0	0
FG0000295	BH-BT	21	21	21	21	21	0
PM0000076	BH-GR	0	-15	-1658	-2290	-2290	0
PM0000031	BH-GR	0	-6	0	0	0	0
PM0000008	BH-GR	0	-6	0	0	0	0
PM0000072	BH-GR	0	-6	0	0	0	0
PM0000012	BH-GR	0	-2	0	0	0	0
PM0000194	BH-GR	0	-229	0	-2440	-2440	0
PM0000079	BH-GR	0	-260	0	-351	-351	0
PM0000015	BH-GR	0	-178	0	-1956	-1956	0
PM0000014	BH-GR	0	-178	0	-1989	-1989	0
PM0000074	BH-GR	0.01	-119.03	0	-17.83	-17.83	0
FG0000018	BH-GR	0	0	-22	-41	-41	0
PM0000471	BH-GR	0	0	0	0	0	0
PM0000052	BH-GR	0	0	0	0	0	0
PM0000051	BH-GR	0	0	0	0	0	0
PM0000335	BH-GR	0	0	0	0	0	0
PM0000765	BH-GR	0	0	0	0	0	0
FG0000020	BH-GR	0	0	-1	-1	-1	0
PM0000005	BH-GR	0	-47.42	0	-458.71	-458.71	0
PM0000130	BH-GR	0	-0.3	0	0	0	0
PM0000029	BH-GR	0	-7	0	0	0	0
PM0000629	BH-GR	0	-9	0	0	0	0
PM0000660	BH-GR	0.01	-0.07	0	0	0	0
FG0000026	BH-GR	-7	0	-71	-91	-107	0
PM0000506	BH-GR	0	-560	0	-452	-452	0
PM0000107	BH-GR	0	-71	0	-257	-257	0
PM0000108	BH-GR	0	-71	0	-93	-93	0
PM0000057	BH-GR	0	-388	0	-17	-17	0
PM0000059	BH-GR	0	0	0	0	0	0
PM0000039	BH-GR	0	0	0	0	0	0
PM0000038	BH-GR	0	0	0	0	0	0
PM0000009	BH-GR	0	-38.8	0	0	0	0
FG0000029	BH-GR	2	2	-108	-108	-321	0
PM0000851	BH-GR	0	-3386	0	0	0	0
PM0000235	BH-GR	0	-3890	0	-294	-294	0
PM0000020	BH-GR	0	-3370	0	0	0	0
PM0000019	BH-GR	0	-3370	0	0	0	0
PM0000411	BH-GR	0	-169.3	0	0	0	0
PM0000567	BH-GR	0	0	0	0	0	0
PM0000023	BH-GR	0	0	0	0	0	0
PM0000022	BH-GR	0	0	0	0	0	0
FG0000031	BH-GR	0	0	-1854	-1854	-2224	0
PM0000006	BH-GR	0	-11.45	0	0	0	0
PM0000090	BH-PM	16700	16700	25000	-10200	-10200	5000
PM0000090	BH-BS	-7500	-7500	0	-10000	0	0
PM0000091	BH-PM	16700	16700	25000	-10200	-10200	5000
PM0000091	BH-BS	-7500	-7500	0	-10000	0	0
PM0000071	BH-GR	0	-10	0	0	0	0
PM0000224	BH-GR	0	-10	0	0	0	0
PM0000085	BH-GR	0	-378	0	-487	-487	0
PM0000036	BH-GR	0	-378	0	0	0	0
PM0000035	BH-GR	0	-378	0	0	0	0
PM0000159	BH-GR	0	0	0	0	0	0
PM0000158	BH-GR	0	0	0	0	0	0
PM0000195	BH-GR	0	0	0	0	0	0
PM0000113	BH-GR	0	-7	0	0	0	0
PM0000118	BH-GR	0	-7	0	0	0	0
PM0000117	BH-GR	0	-7	0	0	0	0
PM0000187	BH-GR	0	-287	0	0	0	0
PM0000182	BH-GR	0	-1.17	0	0	0	0
FG0000191	BH-PF	-7	-7	1	1	1	0
FG0000320	BH-PF	1	1	1	1	1	0
FG0000085	BH-PF	2	2	2	2	2	0
FG0000149	BH-PF	5	5	5	5	5	0
FG0000137	BH-PF	7	7	7	7	7	0
FG0000267	BH-PF	7	7	7	7	7	0
FG0000141	BH-PF	11	11	11	11	11	0
FG0000264	BH-PF	12	12	12	12	12	0
FG0000417	BH-PF	12	12	12	12	12	0
FG0000140	BH-PF	40	40	40	40	40	0
FG0000370	BH-PF	2	2	2	2	2	-79
FG0000064	BH-PF	108	108	108	108	108	0
FG0000434	BH-PF	152	152	152	152	152	0
FG0000128	BH-PF	266	266	266	266	266	-35
RM0000009	BH-GR	9931.22	9623.22	9623.22	8064.91	8064.91	0
PM0000233	BH-GR	0	-12	0	0	0	0
PM0000232	BH-GR	0	-12	0	0	0	0
PM0000228	BH-GR	383	103	383	383	383	0
PM0000227	BH-GR	0	-2	0	0	0	0
PM0000226	BH-GR	0	-2	0	0	0	0
PM0000229	BH-GR	0	-56	0	0	0	0
FG0000054	BH-GR	0	0	-4	-4	-4	0
PM0000062	BH-GR	0	-224	0	0	0	0
PM0000225	BH-GR	0	0	0	0	0	0
FG0000059	BH-GR	0	0	-50	-137	-137	0
PM0000251	BH-GR	0	-2	0	0	0	0
PM0000091	BH-GR	0	-2	0	0	0	0
PM0000090	BH-GR	0	-2	0	0	0	0
PM0000254	BH-GR	0	-0.2	0	0	0	0
FG0000064	BH-GR	8	0	-157	-135	-135	0
FG0000069	BH-GR	0	0	-21	-21	-21	0
PM0000266	BH-GR	0	0	0	0	0	0
PM0000265	BH-GR	0	0	0	0	0	0
PM0000259	BH-GR	0	0	0	0	0	0
PM0000424	BH-GR	0	0	0	0	0	0
FG0000074	BH-GR	0	-16	-548	-603	-577	0
PM0000230	BH-GR	0	-20	0	-983	-983	0
PM0000231	BH-GR	0	-20	0	-776	-776	0
PM0000273	BH-GR	0	0	0	0	0	0
PM0000275	BH-GR	0	-15	0	0	0	0
PM0000280	BH-GR	0	0	0	0	0	0
PM0000162	BH-GR	0	-15	0	0	0	0
PM0000278	BH-GR	0	0	0	0	0	0
PM0000282	BH-GR	0	0	0	0	0	0
PM0000285	BH-GR	0	0	0	0	0	0
FG0000082	BH-GR	0	0	-4	-4	-4	0
PM0000274	BH-GR	0	-15	0	0	0	0
PM0000281	BH-GR	0	-15	0	0	0	0
PM0000279	BH-GR	0	-15	0	0	0	0
PM0000283	BH-GR	0	-15	0	0	0	0
PM0000284	BH-GR	0	-1.66	0	0	0	0
RM0000025	BH-GR	6418.79	5992.55	5992.55	6418.55	6418.55	0
PM0000357	BH-GR	0	0	0	0	0	0
PM0000289	BH-GR	0	-15	0	0	0	0
PM0000288	BH-GR	0	-15	0	0	0	0
FG0000085	BH-GR	0	0	-15	-20	-20	0
FG0000088	BH-GR	0	0	-33	-33	-33	0
PM0000056	BH-GR	0	-20	0	0	0	0
PM0000394	BH-GR	0	-20	0	0	0	0
PM0000218	BH-GR	0	0	0	0	0	0
PM0000219	BH-GR	0	0	0	0	0	0
PM0000729	BH-GR	0	-20	0	0	0	0
PM0000588	BH-GR	0	0	0	-16	-16	0
FG0000104	BH-GR	0	-1	-1	-1	-1	0
PM0000309	BH-GR	0.01	-1.69	0.01	0.01	0.01	0
PM0000155	BH-GR	0	-3	0	0	0	0
PM0000333	BH-GR	0	-3	0	0	0	0
PM0000347	BH-GR	0	-3	0	0	0	0
PM0000348	BH-GR	0	-3	0	0	0	0
PM0000663	BH-GR	0	-3	0	0	0	0
PM0000656	BH-GR	0	-3	0	0	0	0
PM0000658	BH-GR	0	-0.75	0	0	0	0
PM0000349	BH-GR	0	0	0	0	0	0
