section,company,date,ref,status,party,vehicle_no,warehouse,item_code,item_name,qty,uom,litres,value_inr,in_sap,lag_days,evidence,note
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070692,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1428000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070695,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,11200.0,1999200,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070696,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,9178.0,1638273,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070697,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070701,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1428000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070714,"invoiced, no gate-out recorded",AYAN EXIM INDIA,,BH-BT,,,,,1588.0,333329,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070734,"invoiced, no gate-out recorded",AYAN EXIM INDIA,,GP-FG,,,,,300.0,59231,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070735,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,2.0,340,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070749,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,10400.0,3549000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070753,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,10400.0,3549000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070781,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1428000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070782,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1428000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070783,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1890000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070785,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1285200,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070794,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,6416.0,1375080,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070796,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1890000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070798,"invoiced, no gate-out recorded",AGGARWAL AGENCIES,,BH-BT,,,,,3880.0,1116387,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-07-31,626070799,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1890000,yes (stock already OUT of OITW),30,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
BILLING_DAY,JIVO_BEVERAGES,2026-08-03,,,,,,,,21,invoices,,601407,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-04,,,,,,,,10,invoices,,248316,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-05,,,,,,,,27,invoices,,268639,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-06,,,,,,,,8,invoices,,267099,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-07,,,,,,,,10,invoices,,320309,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-08,,,,,,,,1,invoices,,35999,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-10,,,,,,,,24,invoices,,784231,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-11,,,,,,,,12,invoices,,356861,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-12,,,,,,,,17,invoices,,567806,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-13,,,,,,,,16,invoices,,489822,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-14,,,,,,,,1,invoices,,58182,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-17,,,,,,,,23,invoices,,655379,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-18,,,,,,,,14,invoices,,464543,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-19,,,,,,,,13,invoices,,448724,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-21,,,,,,,,31,invoices,,957239,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-22,,,,,,,,17,invoices,,487039,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-24,,,,,,,,15,invoices,,502710,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-25,,,,,,,,9,invoices,,261642,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-26,,,,,,,,25,invoices,,725378,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-27,,,,,,,,10,invoices,,168654,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_BEVERAGES,2026-08-29,,,,,,,,8,invoices,,356922,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-01,,,,,,,,6,invoices,,37585,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-04,,,,,,,,8,invoices,,4119444,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-05,,,,,,,,13,invoices,,11949441,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-06,,,,,,,,14,invoices,,7672818,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-07,,,,,,,,9,invoices,,13875489,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-08,,,,,,,,11,invoices,,10866940,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-10,,,,,,,,12,invoices,,7887839,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-11,,,,,,,,18,invoices,,9965771,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-12,,,,,,,,16,invoices,,9099069,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-13,,,,,,,,25,invoices,,12376786,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-14,,,,,,,,1,invoices,,357000,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-17,,,,,,,,44,invoices,,16030095,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-18,,,,,,,,94,invoices,,432652,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-19,,,,,,,,27,invoices,,26643790,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-20,,,,,,,,8,invoices,,9994220,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-21,,,,,,,,51,invoices,,17361055,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-22,,,,,,,,73,invoices,,19084268,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-24,,,,,,,,50,invoices,,41659783,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-25,,,,,,,,44,invoices,,17894920,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-26,,,,,,,,32,invoices,,17153474,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-27,,,,,,,,83,invoices,,16428539,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_MART,2026-08-29,,,,,,,,54,invoices,,23975828,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),
BILLING_DAY,JIVO_OIL,2026-08-01,,,,,,,,1,invoices,290,56519,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-03,,,,,,,,21,invoices,69695,15091788,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-04,,,,,,,,23,invoices,65209,13577230,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-05,,,,,,,,26,invoices,52654,10786492,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-06,,,,,,,,22,invoices,79226,12951512,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-07,,,,,,,,14,invoices,48780,10046799,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-08,,,,,,,,24,invoices,60989,11263380,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-10,,,,,,,,62,invoices,68880,14220906,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-11,,,,,,,,31,invoices,89318,18405738,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-12,,,,,,,,32,invoices,137275,24114963,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-13,,,,,,,,12,invoices,33238,5536634,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-14,,,,,,,,3,invoices,8009,1310825,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-17,,,,,,,,15,invoices,71187,12962033,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-18,,,,,,,,16,invoices,87610,15427201,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-19,,,,,,,,25,invoices,126862,22267315,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-20,,,,,,,,15,invoices,68642,13344107,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-21,,,,,,,,24,invoices,114518,19655009,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-22,,,,,,,,23,invoices,102946,18966703,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-24,,,,,,,,34,invoices,149207,30387257,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-25,,,,,,,,30,invoices,121240,22927500,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-26,,,,,,,,36,invoices,171151,31666057,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-27,,,,,,,,25,invoices,83015,17000097,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-29,,,,,,,,25,invoices,158565,35978669,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_DAY,JIVO_OIL,2026-08-30,,,,,,,,1,invoices,2,340,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 (litres: hana-sql JIVO_OIL_HANADB OINV/INV1/OINM),"litres = FINISHED lines only, parsed from SKU name"
BILLING_CHANNEL,JIVO_OIL,2026-08,INTERCOMPANY (Oil->Mart/Bev),,,,,,,163,invoices,1254691,227072590,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,net of GST; channel derived from the line warehouse + intercompany CardCode list (C-0005)
BILLING_CHANNEL,JIVO_OIL,2026-08,FACTORY FG (BH-BT/BH-PF),,,,,,,318,invoices,619272,114619089,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,net of GST; channel derived from the line warehouse + intercompany CardCode list (C-0005)
BILLING_CHANNEL,JIVO_OIL,2026-08,GUPTA FG (GP-FG),,,,,,,13,invoices,54204,7887358,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,net of GST; channel derived from the line warehouse + intercompany CardCode list (C-0005)
BILLING_CHANNEL,JIVO_OIL,2026-08,BRANCH (PB-/DL-),,,,,,,4,invoices,40000,6209600,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,net of GST; channel derived from the line warehouse + intercompany CardCode list (C-0005)
BILLING_CHANNEL,JIVO_OIL,2026-08,OTHER (BH-SC),,,,,,,7,invoices,205,129195,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,net of GST; channel derived from the line warehouse + intercompany CardCode list (C-0005)
BILLING_CHANNEL,JIVO_OIL,2026-08,OTHER (BH-PS),,,,,,,1,invoices,135,21623,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,net of GST; channel derived from the line warehouse + intercompany CardCode list (C-0005)
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000606,,JIVO MART PVT LTD,,,,,163,invoices,1254691,227072590,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,INTERCOMPANY
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000986,,ONENESS TRADERS,,,,,9,invoices,44880,6746986,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000482,,METRO CASH & CARRY INDIA PVT LTD,,,,,4,invoices,40000,6209600,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000486,,WAL MART INDIA PVT LTD,,,,,6,invoices,33000,5200052,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA001041,,HIMJYOTI TRADERS,,,,,15,invoices,27537,4283704,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA001109,,SAI TRADING COMPANY,,,,,4,invoices,26683,3890574,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000993,,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,,,,,10,invoices,22657,5079447,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000169,,PURE AGROCHEM CORPORATION,,,,,6,invoices,20900,2969625,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA001083,,STAR SALES CORPORATION,,,,,3,invoices,20002,4000400,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA001094,,SHIVAY EDIBLES PRIVATE LIMITED,,,,,1,invoices,16484,2238095,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000451,,SUMIT TRADERS,,,,,1,invoices,16484,2280000,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000163,,M S ABNASH & BROS,,,,,3,invoices,16032,2451760,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA001131,,GULZAR AHMAD AND SONS,,,,,1,invoices,15686,2237823,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000844,,ILAHI CO. (BTCPN5063N),,,,,23,invoices,15147,2769543,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000912,,PARSHOTAM LAL VISHWA NATH,,,,,1,invoices,15008,2915819,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000981,,AGGARWAL AGENCIES,,,,,7,invoices,14355,2617569,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
