module,path,method,cli_command,status,known_in_repo,row_count,notes
Production,/production-execution/runs/{id}/resources/gas/,GET|POST,production-execution run-gas,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_GAS
Production,/production-execution/runs/{id}/resources/gas/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_GAS_DETAIL
Production,/production-execution/runs/{id}/resources/labour/,GET|POST,production-execution run-labour,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_LABOUR
Production,/production-execution/runs/{id}/resources/labour/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_LABOUR_DETAIL
Production,/production-execution/runs/{id}/resources/machine-costs/,GET|POST,production-execution run-machine-costs,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_MACHINE_COSTS
Production,/production-execution/runs/{id}/resources/machine-costs/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_MACHINE_COSTS_DETAIL
Production,/production-execution/runs/{id}/resources/overhead/,GET|POST,production-execution run-overhead,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_OVERHEAD
Production,/production-execution/runs/{id}/resources/overhead/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_OVERHEAD_DETAIL
Production,/production-execution/runs/{id}/resources/water/,GET|POST,production-execution run-water,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.RUN_WATER
Production,/production-execution/runs/{id}/resources/water/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.RUN_WATER_DETAIL
Production,/production-execution/runs/{id}/segments/manual/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.ADD_MANUAL_SEGMENT
Production,/production-execution/runs/{id}/segments/{id}/,PATCH,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.SEGMENT_UPDATE
Production,/production-execution/runs/{id}/start-production/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.START_PRODUCTION
Production,/production-execution/runs/{id}/stop-production/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.STOP_PRODUCTION
Production,/production-execution/sap/bom/,GET,production-execution sap-bom,400,binary+spec,,"routed; required query param missing: {""detail"":""item_code query parameter is required.""} | registry:PRODUCTION_EXECUTION.SAP_BOM"
Production,/production-execution/sap/items/,GET,production-execution sap-items,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:PRODUCTION_EXECUTION.SAP_ITEMS"
Production,/production-execution/sap/orders/,GET,production-execution sap-orders,200,binary+spec,31,live | registry:PRODUCTION_EXECUTION.SAP_ORDERS
Production,/production-execution/sap/orders/{id}/,GET,production-execution sap-order-detail,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.SAP_ORDER_DETAIL
Production,/production-execution/waste/,GET|POST,production-execution waste,200,binary+spec,517,live | registry:PRODUCTION_EXECUTION.WASTE
Production,/production-execution/waste/{id}/,DELETE|GET|PATCH,production-execution waste-detail,not probed,binary+spec,,needs id | registry:PRODUCTION_EXECUTION.WASTE_DETAIL
Production,/production-execution/waste/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:PRODUCTION_EXECUTION.WASTE_APPROVE
Production,/production-execution/waste/{id}/approve/am/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.WASTE_APPROVE_AM
Production,/production-execution/waste/{id}/approve/engineer/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.WASTE_APPROVE_ENGINEER
Production,/production-execution/waste/{id}/approve/hod/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.WASTE_APPROVE_HOD
Production,/production-execution/waste/{id}/approve/store/,POST,,not probed,no,,needs id | registry:PRODUCTION_EXECUTION.WASTE_APPROVE_STORE
Quality Control,/quality-control/arrival-slips/,GET,quality-control arrival-slips,200,binary+spec,,live | registry:QUALITY_CONTROL_V2.ARRIVAL_SLIP_LIST
Quality Control,/quality-control/arrival-slips/{id}/,GET,quality-control qc-arrival-slip-get,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.ARRIVAL_SLIP_BY_ID
Quality Control,/quality-control/arrival-slips/{id}/inspection/,GET,,not probed,spec-only,,needs id | registry:QUALITY_CONTROL_V2.INSPECTION_FOR_SLIP
Quality Control,/quality-control/arrival-slips/{id}/send-back/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ARRIVAL_SLIP_SEND_BACK
Quality Control,/quality-control/arrival-slips/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.ARRIVAL_SLIP_SUBMIT
Quality Control,/quality-control/inspections/,GET,quality-control inspections,200,binary+spec,,live | registry:QUALITY_CONTROL_V2.INSPECTIONS_LIST
Quality Control,/quality-control/inspections/actionable/,GET,quality-control inspections-actionable,200,binary+spec,10,live | registry:QUALITY_CONTROL_V2.ACTIONABLE_INSPECTIONS
Quality Control,/quality-control/inspections/awaiting-chemist/,GET,quality-control inspections-awaiting-chemist,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:QUALITY_CONTROL_V2.AWAITING_CHEMIST"
Quality Control,/quality-control/inspections/awaiting-qam/,GET,quality-control inspections-awaiting-qam,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:QUALITY_CONTROL_V2.AWAITING_QAM"
Quality Control,/quality-control/inspections/completed/,GET,quality-control inspections-completed,200,binary+spec,,live | registry:QUALITY_CONTROL_V2.COMPLETED_INSPECTIONS
Quality Control,/quality-control/inspections/counts/,GET,quality-control inspections-counts,200,binary+spec,obj,live | registry:QUALITY_CONTROL_V2.INSPECTION_COUNTS
Quality Control,/quality-control/inspections/decision-changed/,GET,quality-control qc-inspections-decision-changed,200,binary+spec,30,live | registry:QUALITY_CONTROL_V2.DECISION_CHANGED_INSPECTIONS
Quality Control,/quality-control/inspections/draft/,GET,quality-control inspections-draft,200,binary+spec,3,live | registry:QUALITY_CONTROL_V2.DRAFT_INSPECTIONS
Quality Control,/quality-control/inspections/pending/,GET,quality-control inspections-pending,200,binary+spec,7,live | registry:QUALITY_CONTROL_V2.PENDING_INSPECTIONS
Quality Control,/quality-control/inspections/rejected/,GET,quality-control inspections-rejected,200,binary+spec,51,live | registry:QUALITY_CONTROL_V2.REJECTED_INSPECTIONS
Quality Control,/quality-control/inspections/return-to-vendor/,GET,quality-control inspections-return-to-vendor,200,binary+spec,51,live | registry:QUALITY_CONTROL_V2.RETURN_TO_VENDOR_INSPECTIONS
Quality Control,/quality-control/inspections/{id}/,GET,quality-control qc-inspection-get,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.INSPECTION_BY_ID
Quality Control,/quality-control/inspections/{id}/approve/chemist/,UNRESOLVED,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.APPROVE_CHEMIST | verb unresolved in bundle
Quality Control,/quality-control/inspections/{id}/approve/qam/,UNRESOLVED,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.APPROVE_QAM | verb unresolved in bundle
Quality Control,/quality-control/inspections/{id}/chemist-decision/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.CHEMIST_DECISION
Quality Control,/quality-control/inspections/{id}/manager-decision/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.MANAGER_DECISION
Quality Control,/quality-control/inspections/{id}/parameters/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.INSPECTION_PARAMETERS
Quality Control,/quality-control/inspections/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.REJECT_INSPECTION
Quality Control,/quality-control/inspections/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.INSPECTION_SUBMIT
Quality Control,/quality-control/material-types/,GET|POST,quality-control material-types,200,binary+spec,152,live | registry:QUALITY_CONTROL_V2.MATERIAL_TYPES
Quality Control,/quality-control/material-types/by-sap-item/{id}/,GET,,not probed,spec-only,,needs id | registry:QUALITY_CONTROL_V2.MATERIAL_TYPE_BY_SAP_ITEM
Quality Control,/quality-control/material-types/link-sap-item/,POST,,not probed,no,,no GET evidence | registry:QUALITY_CONTROL_V2.MATERIAL_TYPE_LINK_SAP_ITEM
Quality Control,/quality-control/material-types/{id}/,DELETE|GET|PUT,quality-control qc-material-type-get,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.MATERIAL_TYPE_BY_ID
Quality Control,/quality-control/material-types/{id}/parameter-sets/,GET|POST,,not probed,spec-only,,needs id | registry:QUALITY_CONTROL_V2.MATERIAL_TYPE_PARAMETER_SETS
Quality Control,/quality-control/material-types/{id}/parameters/,GET,quality-control qc-material-type-parameters,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.MATERIAL_TYPE_PARAMETERS
Quality Control,/quality-control/online-monitoring/,GET|POST,quality-control qc-online-monitoring,200,binary+spec,2,live | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_LIST
Quality Control,/quality-control/online-monitoring/lines/,GET,quality-control qc-online-monitoring-lines,200,binary+spec,7,live | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_LINES
Quality Control,/quality-control/online-monitoring/runs/,GET,quality-control qc-online-monitoring-runs,200,binary+spec,32,live | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_RUNS
Quality Control,/quality-control/online-monitoring/specs/,GET,quality-control qc-online-monitoring-specs,200,binary+spec,9,live | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_SPECS
Quality Control,/quality-control/online-monitoring/specs/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_SPEC_DETAIL
Quality Control,/quality-control/online-monitoring/{id}/,DELETE|GET|PATCH,quality-control qc-online-monitoring-get,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_DETAIL
Quality Control,/quality-control/online-monitoring/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_APPROVE
Quality Control,/quality-control/online-monitoring/{id}/readings/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_READINGS
Quality Control,/quality-control/online-monitoring/{id}/readings/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_READING_DETAIL
Quality Control,/quality-control/online-monitoring/{id}/readings/{id}/attachments/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_READING_ATTACHMENTS
Quality Control,/quality-control/online-monitoring/{id}/readings/{id}/attachments/{id}/,DELETE,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_READING_ATTACHMENT_DETAIL
Quality Control,/quality-control/online-monitoring/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_REJECT
Quality Control,/quality-control/online-monitoring/{id}/reopen/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_REOPEN
Quality Control,/quality-control/online-monitoring/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.ONLINE_MONITORING_SUBMIT
Quality Control,/quality-control/parameter-sets/{id}/,DELETE|GET|PUT,,not probed,spec-only,,needs id | registry:QUALITY_CONTROL_V2.PARAMETER_SET_BY_ID
Quality Control,/quality-control/parameter-sets/{id}/copy-parameters/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.PARAMETER_SET_COPY_PARAMETERS
Quality Control,/quality-control/parameter-sets/{id}/parameters/,GET|POST,,not probed,spec-only,,needs id | registry:QUALITY_CONTROL_V2.PARAMETER_SET_PARAMETERS
Quality Control,/quality-control/parameters/{id}/,DELETE|GET|PUT,quality-control qc-parameter-get,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.QC_PARAMETER_BY_ID
Quality Control,/quality-control/po-items/{id}/arrival-slip/,GET|POST,,not probed,no,,"needs id | registry:QUALITY_CONTROL_V2.ARRIVAL_SLIP_CREATE,QUALITY_CONTROL_V2.ARRIVAL_SLIP_GET"
Quality Control,/quality-control/po-items/{id}/qc/,UNRESOLVED,,not probed,no,,needs id | registry:QUALITY_CONTROL.CREATE | verb unresolved in bundle
Quality Control,/quality-control/po-items/{id}/qc/view/,UNRESOLVED,,not probed,no,,needs id | registry:QUALITY_CONTROL.GET | verb unresolved in bundle
Quality Control,/quality-control/print-documents/,GET|POST,quality-control print-documents,200,binary+spec,1,live | registry:QUALITY_CONTROL_V2.PRINT_DOCUMENTS
Quality Control,/quality-control/print-documents/{id}/,DELETE|PUT,,not probed,spec-only,,needs id | registry:QUALITY_CONTROL_V2.PRINT_DOCUMENT_BY_ID
Quality Control,/quality-control/production-qc/,GET,quality-control production-qc,200,binary+spec,6,live | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_LIST
Quality Control,/quality-control/production-qc/counts/,GET,quality-control production-qc-counts,200,binary+spec,obj,live | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_COUNTS
Quality Control,/quality-control/production-qc/pending/,GET,quality-control production-qc-pending,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_PENDING"
Quality Control,/quality-control/production-qc/running-runs/,GET,quality-control qc-production-running-runs,200,binary+spec,32,live | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_RUNNING_RUNS
Quality Control,/quality-control/production-qc/runs/{id}/request-final/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_FINAL_REQUEST
Quality Control,/quality-control/production-qc/runs/{id}/sessions/,GET|POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_RUN_SESSIONS
Quality Control,/quality-control/production-qc/sessions/{id}/,DELETE|GET,quality-control qc-production-session-get,not probed,binary+spec,,needs id | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_SESSION_DETAIL
Quality Control,/quality-control/production-qc/sessions/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_SESSION_APPROVE
Quality Control,/quality-control/production-qc/sessions/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_SESSION_REJECT
Quality Control,/quality-control/production-qc/sessions/{id}/results/,POST,,not probed,no,,needs id | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_SESSION_RESULTS
Quality Control,/quality-control/production-qc/sessions/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:QUALITY_CONTROL_V2.PRODUCTION_QC_SESSION_SUBMIT
Quality Control,/quality-control/sap-items/,GET,quality-control sap-items,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:QUALITY_CONTROL_V2.SAP_ITEMS"
Returns,/goods-return/,GET|POST,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:GOODS_RETURN.LIST,GOODS_RETURN.CREATE"
Returns,/goods-return/gate/expected/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:GOODS_RETURN.GATE_EXPECTED"
Returns,/goods-return/gate/{id}/mark-in/,POST,,not probed,no,,write-shaped path segment | registry:GOODS_RETURN.GATE_MARK_IN
Returns,/goods-return/warehouses/,GET,,200,spec-only,3,live | registry:GOODS_RETURN.WAREHOUSES
Returns,/goods-return/{id}/,GET|PATCH,,not probed,no,,needs id | registry:GOODS_RETURN.BY_ID
Returns,/goods-return/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:GOODS_RETURN.APPROVE
Returns,/goods-return/{id}/attachments/,GET|POST,,not probed,no,,needs id | registry:GOODS_RETURN.ATTACHMENTS
Returns,/goods-return/{id}/attachments/{id}/,DELETE,,not probed,no,,needs id | registry:GOODS_RETURN.ATTACHMENT_BY_ID
Returns,/goods-return/{id}/invoice-refs/,POST,,not probed,no,,needs id | registry:GOODS_RETURN.INVOICE_REFS
Returns,/goods-return/{id}/invoice-refs/{id}/,DELETE,,not probed,no,,needs id | registry:GOODS_RETURN.INVOICE_REF_BY_ID
Returns,/goods-return/{id}/items/,PUT,,not probed,no,,needs id | registry:GOODS_RETURN.ITEMS
Returns,/goods-return/{id}/receive/,POST,,not probed,no,,write-shaped path segment | registry:GOODS_RETURN.RECEIVE
Returns,/goods-return/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:GOODS_RETURN.REJECT
Returns,/goods-return/{id}/returnable-items/,GET,,not probed,no,,needs id | registry:GOODS_RETURN.RETURNABLE_ITEMS
Returns,/goods-return/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:GOODS_RETURN.SUBMIT
Returns,/goods-return/{id}/vehicle/,PATCH,,not probed,no,,needs id | registry:GOODS_RETURN.VEHICLE
Supply Chain,/supply-chain/alarms/preview/,GET,,200,spec-only,obj,live | registry:SUPPLY_CHAIN.ALARM_PREVIEW
Supply Chain,/supply-chain/alarms/send/,POST,,not probed,no,,write-shaped path segment | registry:SUPPLY_CHAIN.ALARM_SEND
Supply Chain,/supply-chain/capacity/,GET,,200,spec-only,obj,live | registry:SUPPLY_CHAIN.CAPACITY
Supply Chain,/supply-chain/dashboard/,GET,,200,spec-only,obj,"FALSE GREEN - DO NOT TRUST THE HEADLINE. Reports plan_is_feasible=true, needs_ordering_today=0, lines_over_capacity=0. But 266 of 294 materials have NO lead time (so order-by can never fire), machines=0 (so capacity is vacuous), floor_convention verdict=INDETERMINATE on all 294, and required_by is still 2026-08-01 (August plan) on 30 Aug. || live | registry:SUPPLY_CHAIN.DASHBOARD"
Supply Chain,/supply-chain/floor-convention/,GET,,200,spec-only,294,live | registry:SUPPLY_CHAIN.FLOOR_CONVENTION
Supply Chain,/supply-chain/floors/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.FLOORS"
Supply Chain,/supply-chain/live-trail/,GET,,200,spec-only,,live | registry:SUPPLY_CHAIN.LIVE_TRAIL
Supply Chain,/supply-chain/monitored-skus/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.MONITORED_SKUS"
Supply Chain,/supply-chain/parameters/,GET,,200,spec-only,obj,live | registry:SUPPLY_CHAIN.PARAMETERS
Supply Chain,/supply-chain/policy/,GET,,200,spec-only,obj,live | registry:SUPPLY_CHAIN.POLICY
Supply Chain,/supply-chain/procurement/,GET,,200,spec-only,294,"294 rows live on Oil (Bev 21, Mart 0). This CONTRADICTS CHANGES-2026-08-11 which said supply-chain is unconfigured everywhere - demand rows now exist. Still no lead times: row0 FG0000004 shortage 41,933 with alarm=NO_LEAD_TIME. || live | registry:SUPPLY_CHAIN.PROCUREMENT"
Supply Chain,/supply-chain/reference/imports/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.REFERENCE_IMPORTS"
Supply Chain,/supply-chain/reference/lead-times/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.LEAD_TIMES"
Supply Chain,/supply-chain/reference/machines/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.MACHINES"
Supply Chain,/supply-chain/reference/sku-machines/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.SKU_MACHINES"
Supply Chain,/supply-chain/reference/upload/,POST,,not probed,no,,write-shaped path segment | registry:SUPPLY_CHAIN.REFERENCE_UPLOAD
Supply Chain,/supply-chain/rows/{id}/owner/,POST,,not probed,no,,needs id | registry:SUPPLY_CHAIN.ROW_OWNER
Supply Chain,/supply-chain/rows/{id}/verdict/,POST,,not probed,no,,needs id | registry:SUPPLY_CHAIN.ROW_VERDICT
Supply Chain,/supply-chain/runs/,GET,,200,spec-only,1,live | registry:SUPPLY_CHAIN.RUNS
Supply Chain,/supply-chain/runs/generate/,POST,,not probed,no,,write-shaped path segment | registry:SUPPLY_CHAIN.RUN_GENERATE
Supply Chain,/supply-chain/runs/latest/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:SUPPLY_CHAIN.RUN_LATEST"
Supply Chain,/supply-chain/runs/{id}/,GET,,not probed,no,,needs id | registry:SUPPLY_CHAIN.RUN_DETAIL
Supply Chain,/supply-chain/runs/{id}/publish/,POST,,not probed,no,,needs id | registry:SUPPLY_CHAIN.RUN_PUBLISH
Supply Chain,/supply-chain/runs/{id}/review/,POST,,not probed,no,,needs id | registry:SUPPLY_CHAIN.RUN_REVIEW
Supply Chain,/supply-chain/weekly/,GET,,200,spec-only,obj,live | registry:SUPPLY_CHAIN.WEEKLY
Vehicle Management,/driver-management/drivers/,GET|POST,driver-management drivers,200,binary+spec,645,live | registry:DRIVER.DRIVERS
Vehicle Management,/driver-management/drivers/names/,GET,driver-management drivers-names,200,binary+spec,645,live | registry:DRIVER.DRIVER_NAMES
Vehicle Management,/driver-management/drivers/{id}/,GET|PUT,,not probed,spec-only,,needs id | registry:DRIVER.DRIVER_BY_ID
Vehicle Management,/vehicle-management/transporters/,GET|POST,vehicle-management transporters,200,binary+spec,130,live | registry:VEHICLE.TRANSPORTERS
Vehicle Management,/vehicle-management/transporters/names/,GET,vehicle-management transporters-names,200,binary+spec,130,live | registry:VEHICLE.TRANSPORTER_NAMES
Vehicle Management,/vehicle-management/transporters/{id}/,GET|PUT,,not probed,spec-only,,needs id | registry:VEHICLE.TRANSPORTER_BY_ID
Vehicle Management,/vehicle-management/vehicle-entries/,POST,vehicle-management vehicle-entries,400,binary+spec,,"routed; required query param missing: {""detail"":""entry_type query parameter is required""} | registry:VEHICLE.VEHICLE_ENTRIES"
Vehicle Management,/vehicle-management/vehicle-entries/count/,GET,vehicle-management vehicle-entries-count,400,binary+spec,,"routed; required query param missing: {""detail"":""entry_type query parameter is required""} | registry:VEHICLE.VEHICLE_ENTRIES_COUNT"
Vehicle Management,/vehicle-management/vehicle-entries/list-by-status/,GET,vehicle-management vehicle-entries-list-by-status,400,binary+spec,,"routed; required query param missing: {""detail"":""status query parameter is required""} | registry:VEHICLE.VEHICLE_ENTRIES_BY_STATUS"
Vehicle Management,/vehicle-management/vehicle-entries/{id}/,GET|PUT,,not probed,spec-only,,needs id | registry:VEHICLE.VEHICLE_ENTRY_BY_ID
Vehicle Management,/vehicle-management/vehicle-types/,GET,vehicle-management vehicle-types,200,binary+spec,7,live | registry:VEHICLE.VEHICLE_TYPES
Vehicle Management,/vehicle-management/vehicles/,GET|POST,vehicle-management vehicles,200,binary+spec,675,live | registry:VEHICLE.VEHICLES
Vehicle Management,/vehicle-management/vehicles/by-number/{id}/history/,GET,,not probed,spec-only,,needs id | registry:VEHICLE.VEHICLE_HISTORY
Vehicle Management,/vehicle-management/vehicles/names/,GET,vehicle-management vehicles-names,200,binary+spec,675,live | registry:VEHICLE.VEHICLE_NAMES
Vehicle Management,/vehicle-management/vehicles/{id}/,GET|PUT,,not probed,spec-only,,needs id | registry:VEHICLE.VEHICLE_BY_ID
WAREHOUSE,/grpo/all-entries/,GET,grpo all-entries,200,binary+spec,755,live | registry:GRPO.ALL_ENTRIES
WAREHOUSE,/grpo/draft/,POST,,not probed,no,,no GET evidence | registry:GRPO.DRAFT_CREATE
WAREHOUSE,/grpo/draft/{id}/,DELETE|GET|PATCH,,not probed,no,,needs id | registry:GRPO.DRAFT_DETAIL
WAREHOUSE,/grpo/draft/{id}/post/,POST,,not probed,no,,write-shaped path segment | registry:GRPO.DRAFT_POST
WAREHOUSE,/grpo/expense-codes/,GET,,200,no,11,live | registry:GRPO.EXPENSE_CODES
WAREHOUSE,/grpo/fg/all-entries/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:GRPO.FG_ALL_ENTRIES"
WAREHOUSE,/grpo/fg/history/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:GRPO.FG_HISTORY"
WAREHOUSE,/grpo/fg/pending/,GET,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:GRPO.FG_PENDING"
WAREHOUSE,/grpo/fg/post/,POST,,not probed,no,,write-shaped path segment | registry:GRPO.FG_POST
WAREHOUSE,/grpo/fg/preview/{id}/,GET,,not probed,spec-only,,needs id | registry:GRPO.FG_PREVIEW
WAREHOUSE,/grpo/fg/summary/,GET,,200,spec-only,obj,live | registry:GRPO.FG_SUMMARY
WAREHOUSE,/grpo/history/,GET,grpo history,200,binary+spec,294,live | registry:GRPO.HISTORY
WAREHOUSE,/grpo/inspection-report/{id}/,GET,grpo inspection-report,not probed,binary+spec,,needs id | registry:GRPO.INSPECTION_REPORT
WAREHOUSE,/grpo/pending/,GET,grpo pending,200,binary+spec,456,live | registry:GRPO.PENDING
WAREHOUSE,/grpo/post/,POST,,not probed,no,,write-shaped path segment | registry:GRPO.POST
WAREHOUSE,/grpo/preview/{id}/,GET,grpo preview,not probed,binary+spec,,needs id | registry:GRPO.PREVIEW
WAREHOUSE,/grpo/service/history/,GET,grpo service-history,200,binary+spec,57,live | registry:GRPO.SERVICE_HISTORY
WAREHOUSE,/grpo/service/options/,GET,grpo service-options,200,binary+spec,obj,live | registry:GRPO.SERVICE_OPTIONS
WAREHOUSE,/grpo/service/pending/,GET,grpo service-pending,200,binary+spec,145,live | registry:GRPO.SERVICE_PENDING
WAREHOUSE,/grpo/service/post/,UNRESOLVED,,not probed,no,,write-shaped path segment | registry:GRPO.SERVICE_POST | verb unresolved in bundle
WAREHOUSE,/grpo/service/preview/{id}/,UNRESOLVED,,not probed,no,,needs id | registry:GRPO.SERVICE_PREVIEW | verb unresolved in bundle
WAREHOUSE,/grpo/service/{id}/,GET,,not probed,spec-only,,needs id | registry:GRPO.SERVICE_DETAIL
WAREHOUSE,/grpo/summary/,GET,grpo summary,200,binary+spec,obj,live | registry:GRPO.SUMMARY
WAREHOUSE,/grpo/{id}/,GET,,not probed,spec-only,,needs id | registry:GRPO.DETAIL
WAREHOUSE,/grpo/{id}/attachments/,GET|POST,grpo attachments,not probed,binary+spec,,needs id | registry:GRPO.ATTACHMENTS
WAREHOUSE,/grpo/{id}/attachments/{id}/,DELETE,,not probed,no,,needs id | registry:GRPO.ATTACHMENT_DELETE
WAREHOUSE,/grpo/{id}/attachments/{id}/retry/,POST,,not probed,no,,needs id | registry:GRPO.ATTACHMENT_RETRY
WAREHOUSE,/warehouse/bom-requests/,GET,warehouse bom-requests,200,binary+spec,240,live | registry:WAREHOUSE.BOM_REQUESTS
WAREHOUSE,/warehouse/bom-requests/create/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BOM_REQUEST_CREATE
WAREHOUSE,/warehouse/bom-requests/{id}/,GET,warehouse bom-request-get,not probed,binary+spec,,needs id | registry:WAREHOUSE.BOM_REQUEST_DETAIL
WAREHOUSE,/warehouse/bom-requests/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BOM_REQUEST_APPROVE
WAREHOUSE,/warehouse/bom-requests/{id}/issue/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BOM_REQUEST_ISSUE
WAREHOUSE,/warehouse/bom-requests/{id}/re-request/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BOM_REQUEST_RE_REQUEST
WAREHOUSE,/warehouse/bom-requests/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BOM_REQUEST_REJECT
WAREHOUSE,/warehouse/bst/,GET|POST,warehouse bst-list,200,binary+spec,379,live | registry:WAREHOUSE.BST_LIST
