section,entity,metric,value,unit,period,source_endpoint,status,note
LABOUR_DAY,2026-08-27,lines_running,4,lines,2026-08-27,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-27,runs,4,runs,2026-08-27,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-27,line_running_hours,27.5,hours,2026-08-27,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-27,breakdown_minutes,61,minutes,2026-08-27,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-27,labour_cost_derived,46800,INR,2026-08-27,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-27,labour_cost_app,46800,INR,2026-08-27,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-27,labour_hours_app,4,hours,2026-08-27,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-27,electricity_units,0,kWh,2026-08-27,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-29,workers_on_site,72,people,2026-08-29,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-29,lines_running,4,lines,2026-08-29,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-29,runs,4,runs,2026-08-29,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-29,line_running_hours,80.1,hours,2026-08-29,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-29,breakdown_minutes,0,minutes,2026-08-29,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-29,labour_cost_derived,46800,INR,2026-08-29,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-29,labour_cost_app,46800,INR,2026-08-29,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-29,labour_hours_app,4,hours,2026-08-29,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-29,electricity_units,0,kWh,2026-08-29,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-30,workers_on_site,116,people,2026-08-30,sum of run.labour_count,VERIFIED,
LABOUR_DAY,2026-08-30,lines_running,5,lines,2026-08-30,run.line_name distinct,VERIFIED,
LABOUR_DAY,2026-08-30,runs,7,runs,2026-08-30,GET /production-execution/runs/,VERIFIED,
LABOUR_DAY,2026-08-30,line_running_hours,25.0,hours,2026-08-30,run.total_running_minutes,VERIFIED,
LABOUR_DAY,2026-08-30,breakdown_minutes,0,minutes,2026-08-30,run.total_breakdown_time,VERIFIED,
LABOUR_DAY,2026-08-30,labour_cost_derived,75400,INR,2026-08-30,workers x LABOUR rate 650/day,INFERRED,exact match to app labour_cost on 08-27/29/30 (zero-production days)
LABOUR_DAY,2026-08-30,labour_cost_app,75400,INR,2026-08-30,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
LABOUR_DAY,2026-08-30,labour_hours_app,7,hours,2026-08-30,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,placeholder-looking; runs all book hours_worked=1.00
LABOUR_DAY,2026-08-30,electricity_units,0,kWh,2026-08-30,GET /production-execution/reports/analytics/resource-consumption/,VERIFIED,
SHIFT_WINDOW,00:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,00:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,01:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,01:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,02:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,02:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,03:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,03:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,04:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,04:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,05:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,05:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,06:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,06:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,07:00,segments_started,5,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,07:00,segments_ended,4,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,08:00,segments_started,51,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,08:00,segments_ended,4,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,09:00,segments_started,29,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,09:00,segments_ended,7,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,10:00,segments_started,11,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,10:00,segments_ended,9,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,11:00,segments_started,59,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,11:00,segments_ended,86,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,12:00,segments_started,29,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,12:00,segments_ended,3,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,13:00,segments_started,62,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,13:00,segments_ended,89,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,14:00,segments_started,25,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,14:00,segments_ended,7,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,15:00,segments_started,13,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,15:00,segments_ended,6,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,16:00,segments_started,59,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,16:00,segments_ended,67,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,17:00,segments_started,15,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,17:00,segments_ended,5,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,18:00,segments_started,1,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,18:00,segments_ended,0,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,19:00,segments_started,2,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,19:00,segments_ended,31,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,20:00,segments_started,1,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,20:00,segments_ended,16,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,21:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,21:00,segments_ended,10,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,22:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,22:00,segments_ended,9,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,23:00,segments_started,0,count,2026-08,run.segments[].start_time,VERIFIED,
SHIFT_WINDOW,23:00,segments_ended,4,count,2026-08,run.segments[].end_time,VERIFIED,
SHIFT_WINDOW,22:00-06:00,segments_started_at_night,0,count,2026-08,run.segments[].start_time,VERIFIED,ZERO of 362 segments - plant runs ONE DAY SHIFT only
BREAKDOWN_LINE,6 Head,breakdown_minutes_2mo,869,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,6 Head,breakdown_hours_per_month,7.24,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,6 Head,breakdown_events,10,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,6 Head,running_hours_2mo,368.9,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,6 Head,breakdown_pct_of_running,3.93,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,6 Head,MTTR,86.9,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,6 Head,observed_hours_per_active_day,10.2,hours,2026-07..08,derived,INFERRED,vs 22h master value
BREAKDOWN_LINE,JP Machine,breakdown_minutes_2mo,850,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,JP Machine,breakdown_hours_per_month,7.08,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,JP Machine,breakdown_events,17,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,JP Machine,running_hours_2mo,302.4,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,JP Machine,breakdown_pct_of_running,4.68,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,JP Machine,MTTR,50.0,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,JP Machine,observed_hours_per_active_day,8.4,hours,2026-07..08,derived,INFERRED,vs 22h master value
BREAKDOWN_LINE,Clear Pack,breakdown_minutes_2mo,782,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,Clear Pack,breakdown_hours_per_month,6.52,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,Clear Pack,breakdown_events,20,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,Clear Pack,running_hours_2mo,572.5,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,Clear Pack,breakdown_pct_of_running,2.28,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Clear Pack,MTTR,39.1,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Clear Pack,observed_hours_per_active_day,14.3,hours,2026-07..08,derived,INFERRED,vs 22h master value
BREAKDOWN_LINE,Pouch Machine,breakdown_minutes_2mo,401,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,Pouch Machine,breakdown_hours_per_month,3.34,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,Pouch Machine,breakdown_events,2,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,Pouch Machine,running_hours_2mo,56.7,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,Pouch Machine,breakdown_pct_of_running,11.79,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Pouch Machine,MTTR,200.5,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Pouch Machine,observed_hours_per_active_day,6.3,hours,2026-07..08,derived,INFERRED,vs 22h master value
BREAKDOWN_LINE,10 Head,breakdown_minutes_2mo,204,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,10 Head,breakdown_hours_per_month,1.7,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,10 Head,breakdown_events,5,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,10 Head,running_hours_2mo,383.4,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,10 Head,breakdown_pct_of_running,0.89,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,10 Head,MTTR,40.8,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,10 Head,observed_hours_per_active_day,10.1,hours,2026-07..08,derived,INFERRED,vs 22h master value
BREAKDOWN_LINE,Tin Head,breakdown_minutes_2mo,0,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,Tin Head,breakdown_hours_per_month,0.0,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,Tin Head,breakdown_events,0,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,Tin Head,running_hours_2mo,24.7,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,Tin Head,breakdown_pct_of_running,0.0,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Tin Head,MTTR,0,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Tin Head,observed_hours_per_active_day,8.2,hours,2026-07..08,derived,INFERRED,vs 22h master value
BREAKDOWN_LINE,Manual,breakdown_minutes_2mo,0,minutes,2026-07..08,run.total_breakdown_time,VERIFIED,
BREAKDOWN_LINE,Manual,breakdown_hours_per_month,0.0,hours/month,2026-07..08,derived,INFERRED,2-month average
BREAKDOWN_LINE,Manual,breakdown_events,0,count,2026-07..08,run.breakdowns[],VERIFIED,
BREAKDOWN_LINE,Manual,running_hours_2mo,0.0,hours,2026-07..08,run.total_running_minutes,VERIFIED,
BREAKDOWN_LINE,Manual,breakdown_pct_of_running,0,%,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Manual,MTTR,0,minutes,2026-07..08,derived,INFERRED,
BREAKDOWN_LINE,Manual,observed_hours_per_active_day,0.0,hours,2026-07..08,derived,INFERRED,vs 22h master value
DOWNTIME_CAUSE,PM Short,total_minutes,1480,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,PM Short,share_of_downtime,47.6,%,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,PM Short,events,33,count,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_REASON,PM Short / label issue,total_minutes,468,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / HDPE,total_minutes,354,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / sticker issue,total_minutes,217,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / bottle issue,total_minutes,112,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / bottle nahi,total_minutes,90,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / can nahi hai,total_minutes,49,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / carton,total_minutes,44,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / shrink,total_minutes,38,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / SHRINK,total_minutes,35,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / pilot nahi,total_minutes,30,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / sticker,total_minutes,15,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / sticker nahi hai,total_minutes,13,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / pilot,total_minutes,5,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / STICKER CHAJ,total_minutes,5,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / Lable,total_minutes,4,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / sticker change,total_minutes,1,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,PM Short / Cap khatam,total_minutes,0,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_CAUSE,Machine,total_minutes,1148,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,Machine,share_of_downtime,37,%,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,Machine,events,16,count,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_REASON,Machine / machine,total_minutes,937,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / MACHIN,total_minutes,103,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / SHRINK,total_minutes,79,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / SEEL,total_minutes,17,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / bach machine,total_minutes,11,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / Machine problem,total_minutes,1,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / Power Not available,total_minutes,0,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / Jaam lagne,total_minutes,0,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Machine / pm,total_minutes,0,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_CAUSE,RM Short,total_minutes,416,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,RM Short,share_of_downtime,13.4,%,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,RM Short,events,5,count,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_REASON,RM Short / oil issue,total_minutes,324,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,RM Short / oli issue,total_minutes,77,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,RM Short / palat nahi,total_minutes,15,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,RM Short / Material shortage,total_minutes,0,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,RM Short / Oil is not,total_minutes,0,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_CAUSE,Other,total_minutes,62,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,Other,share_of_downtime,2,%,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_CAUSE,Other,events,2,count,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_REASON,Other / Oil khatam,total_minutes,61,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_REASON,Other / power na,total_minutes,1,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,free-text typed by operator
DOWNTIME_SUMMARY,plant,mtbf_minutes,3494.9,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_SUMMARY,plant,mttr_minutes,55.5,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_SUMMARY,plant,total_breakdown_minutes,3106,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_SUMMARY,plant,total_breakdowns,56,count,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_SUMMARY,plant,total_running_minutes,195717,minutes,all history,GET /production-execution/reports/analytics/downtime-pareto/,VERIFIED,
DOWNTIME_SUMMARY,machine attribution,machines_named,0,count,all history,downtime-pareto by_machine,VERIFIED,"all 56 events booked to machine=""Unknown"""
OEE_LINE,6 Head,median_oee,35.3,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,6 Head,median_availability,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,6 Head,median_performance,35.3,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,"THIS is the gap, not breakdowns"
OEE_LINE,6 Head,median_quality,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,6 Head,runs,35,count,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,10 Head,median_oee,51.5,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,10 Head,median_availability,100.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,10 Head,median_performance,51.5,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,"THIS is the gap, not breakdowns"
OEE_LINE,10 Head,median_quality,100.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,10 Head,runs,26,count,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Clear Pack,median_oee,17.4,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Clear Pack,median_availability,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Clear Pack,median_performance,17.4,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,"THIS is the gap, not breakdowns"
OEE_LINE,Clear Pack,median_quality,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Clear Pack,runs,25,count,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,JP Machine,median_oee,21.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,JP Machine,median_availability,100.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,JP Machine,median_performance,24.8,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,"THIS is the gap, not breakdowns"
OEE_LINE,JP Machine,median_quality,100.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,JP Machine,runs,24,count,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Pouch Machine,median_oee,54.8,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Pouch Machine,median_availability,100.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Pouch Machine,median_performance,63.5,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,"THIS is the gap, not breakdowns"
OEE_LINE,Pouch Machine,median_quality,100.0,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Pouch Machine,runs,6,count,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Tin Head,median_oee,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Tin Head,median_availability,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Tin Head,median_performance,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,"THIS is the gap, not breakdowns"
OEE_LINE,Tin Head,median_quality,100,%,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
OEE_LINE,Tin Head,runs,3,count,2026-08,GET /production-execution/reports/analytics/oee/,VERIFIED,
MAINT_MODULE,assets,active,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,assets,breakdown,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,assets,inactive,1,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,assets,total,1,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,assets,under_pm,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,assets,under_repair,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,pm,completed_due,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,pm,compliance_percent,NULL,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,pm,due_today,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,pm,due_total,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,pm,open,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,pm,overdue,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,assigned,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,breakdowns,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,completed,1,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,critical,5,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,in_progress,1,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,open,11,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,total,13,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,waiting_spare,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,work_orders,waiting_vendor,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,spares,below_minimum,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,spares,critical,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,spares,critical_shortage,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,spares,low_stock,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,spares,total,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,production_downtime,active_breakdowns,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
MAINT_MODULE,production_downtime,impacted_runs,0,count,live 2026-08-30,GET /maintenance/dashboard/,VERIFIED,
