[2026-09-02T12:58:58.347Z] GET https://vercel.com/login → 200 (279ms, ?B)
[2026-09-02T13:04:28.232Z] GET https://vercel.com/3628f7ea4ecd82e3/script.js → 200 (?ms, -498B)
[2026-09-02T13:04:28.243Z] GET https://vercel.com/_next/static/immutable/chunks/2v_xga0t35xf-.js → 200 (1ms, -2878B)
[2026-09-02T13:04:28.244Z] GET https://vercel.com/_next/static/immutable/chunks/3vuaw0m6zroe4.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.249Z] POST https://o205439.ingest.sentry.io/api/1323670/envelope/?sentry_key=d00780d432ac4ccf882f60dd02062e14&sentry_version=7&sentry_client=sentry.javascript.browser%2F7.111.0 → 200 (87ms, 56B)
[2026-09-02T13:04:28.249Z] GET https://vercel.com/_next/static/immutable/chunks/3fstiyr4yd--f.js → 200 (1ms, -2878B)
[2026-09-02T13:04:28.250Z] GET https://vercel.com/_next/static/immutable/chunks/1na0fham96win.js → 200 (1ms, -2878B)
[2026-09-02T13:04:28.251Z] GET https://vercel.com/_next/static/immutable/chunks/0ghsf5au59h-l.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.251Z] GET https://vercel.com/_next/static/immutable/chunks/2a0qta7c6ltvs.js → 200 (?ms, -2876B)
[2026-09-02T13:04:28.251Z] GET https://vercel.com/_next/static/immutable/chunks/04r876z-ijbeo.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.252Z] GET https://vercel.com/_next/static/immutable/chunks/1pemdi9di4bd6.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.253Z] GET https://vercel.com/_next/static/immutable/chunks/3znl3n6s197iy.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.253Z] GET https://vercel.com/_next/static/immutable/chunks/2j3uh-e4nij6z.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.253Z] GET https://vercel.com/_next/static/immutable/chunks/43nnyzzrqqelt.js → 200 (1ms, -2878B)
[2026-09-02T13:04:28.254Z] GET https://vercel.com/_next/static/immutable/chunks/0tct707lo0cfm.js → 200 (?ms, -2878B)
[2026-09-02T13:04:28.254Z] GET https://vercel.com/_next/static/immutable/chunks/0ovknsmie53us.css → 200 (1ms, -2865B)
[2026-09-02T13:04:28.401Z] GET https://vercel.com/api/www/avatar/c8081cc2c1a503118b140d9ec53ff8ae806eee15?s=160&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → 200 (5ms, -532B)
[2026-09-02T13:04:28.401Z] GET https://vercel.com/api/www/avatar?s=160&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → 200 (332ms, 116B)
[2026-09-02T13:04:28.514Z] GET https://vercel.com/api/v1/integrations/google/verify → 200 (316ms, 177B)
[2026-09-02T13:04:28.514Z] GET https://vercel.com/api/v1/integrations/apple/verify → pending (?ms, ?B)
[2026-09-02T13:04:28.514Z] GET https://vercel.com/api/v2/registration/github-limited → 200 (310ms, 289B)
[2026-09-02T13:04:28.515Z] GET https://vercel.com/api/v2/registration/github-token → 200 (500ms, 218B)
[2026-09-02T13:04:28.515Z] GET https://vercel.com/api/v1/integrations/bitbucket/verify → 200 (363ms, 96B)
[2026-09-02T13:04:28.515Z] GET https://vercel.com/api/v1/integrations/gitlab/verify → 200 (309ms, 97B)
[2026-09-02T13:04:28.515Z] GET https://vercel.com/api/v1/integrations/chatgpt/verify → 200 (309ms, 96B)
[2026-09-02T13:04:28.516Z] GET https://vercel.com/api/www/avatar?s=160&u=dp605702-1914&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → 200 (309ms, 110B)
[2026-09-02T13:04:28.564Z] GET https://vercel.com/.well-known/vercel/microfrontends/client-config → 200 (60ms, 2809B)
[2026-09-02T13:04:28.567Z] GET https://vercel.com/api/www/avatar?s=48&u=dp605702-1914&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → 200 (301ms, 93B)
[2026-09-02T13:04:28.568Z] GET https://www.vercel-status.com/api/v2/incidents/unresolved.json → 200 (18ms, 947B)
[2026-09-02T13:04:28.624Z] POST https://vercel.com/api/stream/internal → 200 (392ms, 1961B)
[2026-09-02T13:04:28.869Z] GET https://vercel.com/_stream/external/cdn.sift.com/s.js → 200 (2ms, -2647B)
[2026-09-02T13:04:28.885Z] GET https://vercel.com/_stream/external/hexagon-analytics.com/images/209650.gif?bk=e0fb7b5a33&r=375321280&v=121&cs=UTF-8&h=vercel.com&l=en-US&S=40ead117b88684bbcfce8cbb766c3bfa&uu=030859c0-087c-471d-a146-5172876dc8de&t=Authorize%20App&u=https%3A%2F%2Fvercel.com%2Foauth%2Fdevice%3Fuser_code%3DZJRJ-QDKC&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F145.0.7632.6%20Safari%2F537.36&nm=0&mh=d41d8cd98f00b204e9800998ecf8427e&np=0&ph=d41d8cd98f00b204e9800998ecf8427e&sh=720&sw=1280&cd=24&p=MacIntel&to=-330&d=0&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=10&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=12441b0f29196dac63ffa879ed40db10&sri=0&pf=6&inc=true&bn=Chrome&ow=1280&oh=720&wd=false&npe=denied&fph=d41d8cd98f00b204e9800998ecf8427e&fsh=1280&fsw=720&fcd=24&fp=MacIntel&ftp=0&fhc=10&fss=true&fls=true&fin=true&fad=124.04347624466754&fdm=8&fvf=&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=false&fl=cce16c45e622d9ceae4b626c9353ecec&ft=Asia/Calcutta&pfe=1&z=z → pending (?ms, ?B)
[2026-09-02T13:04:38.586Z] POST https://vercel.com/.well-known/otel/metrics → pending (?ms, ?B)
[2026-09-02T13:06:05.102Z] POST https://vercel.com/api/stream/internal → pending (?ms, ?B)
[2026-09-02T13:06:23.143Z] POST https://vercel.com/api/stream/internal → 200 (402ms, 1743B)
